lead_id,lead_name,created_at,region,industry,channel,campaign_id,rep_id,lead_stage,estimated_value
731,Johnson-Alvarado,2025-10-24,North,Technology,Paid Search,4,4,Proposal,24136
732,"Myers, Wright and Cole",2025-11-24,North,Finance,Webinar,8,4,Proposal,17105
733,Howell-Cowan,2024-04-18,South,Finance,Organic Search,1,12,New,10274
734,Walsh LLC,2025-06-06,South,Technology,Webinar,8,10,Proposal,22022
735,Austin-Munoz,2025-12-05,East,Education,LinkedIn Ads,6,9,Proposal,15259
736,"Schwartz, Craig and Ellis",2025-02-04,East,Manufacturing,Paid Search,4,11,Qualified,22286
737,King Group,2025-12-08,South,Finance,LinkedIn Ads,6,6,Qualified,3804
738,Berry LLC,2025-05-09,North,Education,Organic Search,1,4,New,5813
739,Mitchell-Daugherty,2024-04-28,North,Manufacturing,Organic Search,10,3,Won,7642
740,"Little, Castillo and Blankenship",2024-12-22,South,Education,Organic Search,10,12,Qualified,9778
741,Edwards-Reeves,2025-06-17,North,Education,Webinar,8,1,Qualified,6198
742,Melton Group,2025-03-24,South,Education,Organic Search,10,6,Proposal,13450
743,Matthews-Stanley,2024-03-09,East,Manufacturing,Referral,3,11,Qualified,6771
744,"Simpson, Cohen and Bartlett",2024-01-24,North,Manufacturing,Organic Search,10,7,Won,6583
745,Thompson-Jordan,2025-11-24,South,Manufacturing,LinkedIn Ads,6,12,Won,10992
746,Simpson-Fox,2025-06-12,North,Retail,Paid Search,5,1,New,13845
747,Howard-Lane,2025-07-27,West,Education,LinkedIn Ads,6,8,Qualified,10597
748,Riddle-Jenkins,2025-02-18,East,Retail,Paid Search,4,9,Proposal,23987
749,"Anderson, Mckenzie and Johnson",2025-11-04,North,Healthcare,Referral,3,1,Qualified,23123
750,Quinn-Matthews,2024-07-21,South,Education,Paid Search,5,12,Qualified,15741
751,"Rodriguez, Reynolds and Gray",2024-01-05,North,Retail,Organic Search,1,7,Proposal,12120
752,"Moore, Murphy and Mann",2025-12-21,North,Healthcare,Paid Search,5,3,Won,21918
753,"Newman, Montes and Sawyer",2024-04-14,South,Technology,LinkedIn Ads,7,2,Won,9126
754,Brown LLC,2025-01-09,North,Education,Organic Search,10,4,Qualified,6734
755,"Martin, Dunn and Aguilar",2024-09-25,North,Education,Organic Search,1,3,Proposal,20292
756,Michael Group,2025-10-16,North,Education,Paid Search,5,1,Qualified,23031
757,Olson Ltd,2025-02-05,West,Finance,Organic Search,1,8,Proposal,14533
758,"Thompson, Brown and Wilson",2025-04-13,South,Manufacturing,Paid Search,5,6,Proposal,12746
759,"Lee, Horn and Brown",2025-09-21,North,Manufacturing,Paid Search,5,4,Proposal,7389
760,Faulkner-Gomez,2024-11-16,South,Finance,Webinar,2,12,New,6832
761,Oneal LLC,2024-07-06,South,Retail,Organic Search,1,10,Qualified,19738
762,Dunn-Hudson,2025-02-01,South,Retail,Organic Search,10,10,Qualified,21835
763,"Jackson, Peterson and Flores",2025-01-27,South,Education,Organic Search,1,2,Qualified,23824
764,Long-Green,2025-07-04,North,Manufacturing,Paid Search,4,1,Proposal,8676
765,"Cobb, Steele and Mcpherson",2025-07-22,South,Finance,Organic Search,1,10,New,7597
766,Cooper-Nelson,2024-07-10,East,Education,Paid Search,5,9,Qualified,23296
767,Johnson-Anderson,2024-02-24,North,Healthcare,Paid Search,5,5,Won,18879
768,"Carpenter, Fernandez and Clark",2024-05-19,North,Education,Paid Search,4,5,New,21401
769,Burke PLC,2025-06-01,South,Education,Organic Search,10,12,Proposal,19112
770,Reyes and Sons,2025-03-01,North,Education,Webinar,9,3,Proposal,19013
771,"Chambers, Rodriguez and Hughes",2024-06-20,South,Healthcare,Organic Search,1,6,New,10226
772,Guzman and Sons,2024-10-26,East,Retail,Referral,3,11,New,20616
773,Howard-Wright,2024-10-22,North,Education,Paid Search,5,4,New,21535
774,Barker-Chang,2025-05-22,South,Healthcare,LinkedIn Ads,7,10,Qualified,21766
775,Morgan-Garcia,2024-04-26,North,Technology,Webinar,2,1,New,15021
776,"Daniels, Smith and Brown",2025-07-09,North,Healthcare,LinkedIn Ads,6,4,Won,17462
777,Day Inc,2025-07-13,East,Education,Organic Search,1,11,New,6355
778,"Mcdonald, Norman and Williams",2025-10-31,North,Finance,Paid Search,5,5,Won,4056
779,"Roach, Thompson and Davis",2025-04-05,North,Healthcare,Webinar,2,3,New,17387
780,Gonzalez Inc,2024-04-30,South,Retail,Paid Search,4,2,Won,9877
781,Coffey-Wilson,2025-08-25,North,Manufacturing,Referral,3,7,Proposal,22997
782,"Hernandez, Grant and Duffy",2025-10-09,East,Technology,Webinar,8,11,Qualified,7562
783,Turner and Sons,2024-07-30,East,Healthcare,Webinar,9,9,Won,21680
784,"Oliver, Bean and Franco",2024-12-25,South,Technology,Webinar,8,6,Qualified,20654
785,"Mejia, Navarro and Dickson",2024-06-21,South,Manufacturing,Paid Search,5,12,Qualified,12589
786,"Newman, Wallace and Avery",2024-10-23,North,Technology,Paid Search,5,3,Proposal,6120
787,Matthews-Torres,2024-05-18,North,Education,Webinar,2,1,Lost,4942
788,Smith-Morris,2024-10-10,West,Retail,LinkedIn Ads,6,8,Won,7348
789,Orozco-Miller,2024-09-12,North,Finance,Webinar,2,7,New,11111
790,Graves PLC,2025-11-23,South,Retail,Webinar,2,6,Qualified,21921
791,"Christian, Walker and Kramer",2025-10-09,North,Education,Referral,3,5,New,15293
792,Hodge-Harris,2025-04-07,North,Healthcare,Webinar,2,1,New,16200
793,"Wilkins, Smith and Brown",2025-06-11,West,Manufacturing,Webinar,8,8,Proposal,15093
794,Osborne and Sons,2025-04-10,North,Finance,LinkedIn Ads,7,5,Lost,22069
795,"Harrell, Williams and Jones",2024-01-03,North,Manufacturing,Webinar,2,3,Won,6052
796,"Osborne, Moran and Hunt",2025-04-14,North,Manufacturing,Webinar,2,5,Proposal,14738
797,Collins and Sons,2024-03-05,South,Education,LinkedIn Ads,6,6,Won,10137
798,Holmes-Garcia,2025-03-15,North,Education,Webinar,2,5,Won,11799
799,"Velazquez, Williamson and Johnson",2024-11-26,East,Finance,Webinar,8,9,Won,20934
800,Fox Ltd,2025-08-14,North,Education,Referral,3,1,New,14263
801,Mitchell-Jones,2025-11-29,South,Healthcare,Paid Search,5,12,Won,6262
802,Lee LLC,2025-10-03,East,Education,Webinar,8,11,Won,3533
803,Trujillo Inc,2024-05-07,East,Retail,Organic Search,1,9,Lost,17460
804,"Fisher, Snyder and Hutchinson",2025-04-12,East,Education,Referral,3,11,New,9629
805,Jones Group,2025-12-06,South,Manufacturing,Webinar,8,2,Lost,12891
806,"Stevens, Martinez and Ferguson",2024-06-11,North,Finance,Webinar,9,3,Won,6058
807,"Bishop, Byrd and Huynh",2025-11-01,West,Healthcare,Organic Search,1,8,Qualified,15184
808,Graham LLC,2025-11-11,North,Retail,Webinar,2,3,Lost,4696
809,"Thompson, Edwards and Wilson",2025-02-09,North,Manufacturing,Paid Search,4,3,Proposal,10672
810,Adams Group,2025-03-15,North,Manufacturing,LinkedIn Ads,7,1,Proposal,6118
811,"Boyd, Cox and Carroll",2024-01-02,South,Healthcare,Organic Search,1,2,New,7348
812,Lane-Graves,2025-08-30,North,Manufacturing,Webinar,9,4,New,17583
813,Phillips-Campbell,2024-01-10,North,Finance,Paid Search,5,3,New,6951
814,George-Patrick,2025-03-08,North,Education,Webinar,8,4,Proposal,5320
815,Watson Group,2024-08-22,East,Manufacturing,Webinar,8,9,Qualified,6356
816,Brown Ltd,2024-04-15,South,Finance,Webinar,9,12,Qualified,7493
817,"Hartman, Little and Meyer",2025-01-26,South,Retail,LinkedIn Ads,7,10,Won,24023
818,Miranda LLC,2025-11-24,South,Technology,Paid Search,4,2,New,21457
819,"Clark, Lopez and Mccarthy",2024-01-09,North,Retail,Paid Search,5,7,Proposal,17421
820,Smith Ltd,2024-12-25,North,Manufacturing,Webinar,9,3,Proposal,7960
821,Hendricks and Sons,2025-02-25,North,Education,LinkedIn Ads,7,1,Proposal,10118
822,Newman-Preston,2024-03-29,North,Retail,LinkedIn Ads,6,4,Won,7035
823,Klein Inc,2025-08-26,South,Finance,LinkedIn Ads,7,2,Proposal,17070
824,"Hamilton, Wood and Irwin",2024-11-18,South,Retail,Referral,3,2,Won,12075
825,Jones-Rodriguez,2025-10-22,North,Technology,Webinar,9,4,New,22693
826,Stanley-Doyle,2025-09-06,South,Finance,LinkedIn Ads,6,12,Proposal,3878
827,"Turner, Baker and Smith",2025-11-05,North,Retail,Paid Search,5,1,Won,19965
828,Pearson LLC,2025-09-13,North,Manufacturing,Paid Search,5,7,Qualified,15836
829,"Cooley, Hood and Spencer",2024-10-29,South,Retail,Webinar,9,2,Proposal,19216
830,Anderson PLC,2025-01-30,North,Education,Webinar,2,3,New,23908
831,Schaefer and Sons,2025-08-31,North,Healthcare,Organic Search,10,3,New,14832
832,Evans PLC,2024-11-20,South,Technology,Webinar,8,12,New,16790
833,"Gordon, Thomas and Diaz",2025-01-09,North,Retail,Webinar,8,7,Qualified,18434
834,Wright-Matthews,2024-03-15,West,Healthcare,Paid Search,5,8,New,3451
835,Tran-Fry,2024-09-25,South,Healthcare,Paid Search,4,12,New,16040
836,Richardson Ltd,2025-06-02,North,Manufacturing,LinkedIn Ads,7,4,New,19418
837,"Case, Thomas and Adams",2025-03-01,South,Education,Webinar,8,12,Qualified,5700
838,Mccall-Brown,2025-10-17,East,Technology,Webinar,8,9,Qualified,8003
839,Costa-Morgan,2024-10-11,North,Healthcare,Paid Search,4,3,New,19754
840,Hammond-Rios,2024-07-27,South,Retail,Webinar,8,6,Lost,20576
841,Payne Ltd,2024-11-30,East,Manufacturing,LinkedIn Ads,7,9,Qualified,24293
842,Mcdowell Group,2025-11-28,South,Finance,Organic Search,10,10,Proposal,17335
843,Lynch LLC,2024-09-01,North,Healthcare,Webinar,2,1,New,17237
844,"Chen, Kennedy and Diaz",2024-04-28,South,Technology,Webinar,2,6,Qualified,4803
845,"Chavez, Galvan and Stewart",2024-11-12,North,Manufacturing,Webinar,8,4,Proposal,8755
846,"Smith, Foster and Norton",2024-05-02,North,Retail,Referral,3,1,New,3371
847,"Jones, Peterson and Rodriguez",2024-06-16,West,Finance,Webinar,9,8,Qualified,20137
848,Dickson-Trujillo,2025-06-13,North,Manufacturing,Webinar,9,4,Won,11495
849,Cuevas-Fitzgerald,2024-06-19,South,Manufacturing,Paid Search,4,2,Qualified,11806
850,Sharp-Beltran,2024-04-30,South,Healthcare,Referral,3,2,Won,13977
851,"Mcintyre, Glover and Brown",2025-03-15,North,Healthcare,LinkedIn Ads,7,4,New,11616
852,Lambert Group,2025-12-30,South,Manufacturing,Webinar,9,12,Lost,5525
853,"Mills, Hamilton and Turner",2025-05-23,South,Finance,Paid Search,4,2,Qualified,4816
854,"Holt, Cooper and Phillips",2025-05-26,South,Retail,Referral,3,2,Won,15048
855,Rodriguez-Richards,2024-06-10,South,Healthcare,Webinar,9,2,New,21805
856,"Curry, Henry and Marquez",2025-11-21,South,Retail,Organic Search,1,2,Proposal,19673
857,"Gonzalez, Chen and Taylor",2024-01-03,West,Healthcare,LinkedIn Ads,6,8,New,11013
858,Williams Inc,2024-02-17,South,Education,Webinar,9,10,Qualified,7917
859,"Long, Jackson and Griffith",2024-07-02,East,Healthcare,LinkedIn Ads,6,9,Lost,21116
860,Barajas Inc,2025-11-02,North,Finance,Webinar,2,4,Qualified,11135
861,Frye-Arellano,2025-03-02,North,Finance,Webinar,2,1,Lost,11888
862,Garcia-Richardson,2024-03-20,East,Healthcare,Organic Search,1,11,Proposal,19450
863,Velazquez-Herman,2025-11-20,South,Retail,Paid Search,4,12,Lost,10313
864,Grant-Stephenson,2025-06-12,South,Education,LinkedIn Ads,7,10,Lost,5258
865,Morales LLC,2025-04-21,North,Finance,LinkedIn Ads,6,7,Won,13724
866,Moss-Gonzalez,2024-03-29,South,Healthcare,Webinar,9,10,Proposal,15088
867,Stewart LLC,2024-07-24,South,Finance,LinkedIn Ads,7,2,New,23405
868,"Valdez, Edwards and Day",2024-09-05,East,Technology,LinkedIn Ads,6,9,Qualified,19166
869,"Brown, Ellison and Mullins",2024-07-19,West,Technology,Webinar,2,8,Proposal,11032
870,Martin Inc,2024-06-03,West,Education,Referral,3,8,New,3783
871,"Gibson, Sosa and Brown",2024-08-26,East,Manufacturing,Referral,3,11,Qualified,3314
872,"Barajas, Schmitt and Glover",2024-12-09,South,Manufacturing,Organic Search,10,12,New,15329
873,"Cruz, Thompson and Ashley",2024-11-10,North,Technology,Organic Search,10,4,New,10804
874,Beasley Inc,2025-03-05,North,Healthcare,Webinar,8,1,Qualified,7665
875,Gonzalez and Sons,2025-12-29,East,Healthcare,Referral,3,9,New,10584
876,Moore-Paul,2025-06-16,East,Finance,LinkedIn Ads,6,11,Qualified,18022
877,Perez Group,2024-03-27,South,Technology,Webinar,9,6,Proposal,7374
878,Smith and Sons,2025-10-14,South,Healthcare,Webinar,8,12,Won,22395
879,Gonzalez-Smith,2025-08-04,North,Manufacturing,Organic Search,1,7,New,7283
880,Brock LLC,2024-08-30,East,Finance,Webinar,9,9,New,15876
881,Clarke PLC,2025-12-18,South,Finance,Webinar,9,12,Won,13422
882,Smith-Hart,2025-04-08,North,Healthcare,LinkedIn Ads,6,5,New,9642
883,Flynn LLC,2024-05-19,East,Technology,Webinar,8,9,Won,6570
884,Bowman-Miller,2024-06-08,North,Education,Paid Search,5,5,New,18271
885,Jones-Patel,2024-11-17,West,Technology,Organic Search,1,8,Qualified,14740
886,"Lozano, Mcbride and Hall",2024-07-31,South,Education,Paid Search,4,2,Qualified,11683
887,Evans-Prince,2024-05-02,South,Manufacturing,Paid Search,5,12,New,12968
888,Bridges Ltd,2025-12-22,North,Healthcare,Webinar,2,7,Proposal,10045
889,"Sandoval, Lowe and Cunningham",2024-12-01,North,Manufacturing,LinkedIn Ads,6,1,New,11133
890,Oneal-Swanson,2024-12-30,North,Healthcare,Paid Search,5,3,Qualified,12792
891,Douglas-Mitchell,2024-09-23,West,Retail,LinkedIn Ads,6,8,Won,4018
892,"Marsh, Williamson and Phillips",2025-02-18,South,Technology,Referral,3,2,Won,21026
893,Morse Ltd,2024-09-12,South,Healthcare,Webinar,9,12,New,7580
894,"Baker, Barton and Marks",2024-05-04,East,Retail,LinkedIn Ads,7,11,New,7283
895,Larsen Inc,2024-07-21,North,Finance,Webinar,2,3,Won,23653
896,Hall Ltd,2025-10-22,South,Technology,Webinar,2,6,New,11481
897,"Dawson, White and Diaz",2024-03-17,North,Healthcare,Referral,3,1,New,9479
898,Carey-Vargas,2025-10-23,North,Retail,Paid Search,5,1,Qualified,6013
899,Marshall-Tran,2024-12-05,North,Education,Paid Search,5,5,New,4659
900,Meyer Inc,2024-06-21,North,Education,Paid Search,4,1,Lost,15943
901,"Bennett, Vazquez and Carson",2025-05-23,East,Manufacturing,Organic Search,10,9,New,16980
902,"Diaz, Barnett and Barber",2024-06-25,North,Retail,Paid Search,5,5,Qualified,12010
903,Edwards LLC,2024-10-13,East,Retail,Organic Search,1,9,Qualified,4135
904,Thompson PLC,2025-09-20,South,Retail,LinkedIn Ads,7,12,Proposal,24210
905,Jackson Inc,2024-10-29,North,Technology,Paid Search,5,3,Qualified,18696
906,Hunt Ltd,2024-03-03,North,Education,Webinar,8,1,New,7496
907,"Porter, Solis and Leonard",2025-03-05,South,Technology,LinkedIn Ads,6,10,New,11164
908,Long PLC,2025-10-07,East,Technology,Referral,3,9,Lost,3639
909,Vang Group,2025-01-26,North,Finance,Paid Search,5,7,Won,18718
910,"Hunter, Nguyen and Stewart",2025-07-11,South,Finance,Referral,3,2,Won,21535
911,Thompson Inc,2025-05-29,East,Finance,Webinar,8,9,Qualified,8892
912,"Singh, Fleming and Dunn",2024-01-27,North,Retail,Organic Search,1,7,Qualified,3960
913,Curry-Solomon,2024-10-14,West,Education,Paid Search,5,8,New,20348
914,King-Patrick,2025-01-01,North,Retail,Organic Search,10,5,Won,8230
915,Williams and Sons,2024-04-12,East,Retail,Paid Search,5,9,New,11733
916,White-Flores,2025-06-30,North,Manufacturing,Webinar,9,4,Won,4832
917,Johns-Simon,2024-08-12,North,Education,Paid Search,4,3,Proposal,14626
918,"Buckley, Shields and Rogers",2024-06-26,East,Technology,Referral,3,9,New,13420
919,Davis-Orozco,2025-12-15,North,Technology,Referral,3,5,Qualified,3924
920,Boyer-Ramirez,2025-12-21,East,Technology,Webinar,9,9,Proposal,21468
921,Russell-Diaz,2024-05-25,North,Retail,Organic Search,10,5,Proposal,19129
922,Peterson-Anderson,2025-07-09,North,Education,Webinar,2,7,Qualified,4243
923,Stone-Wood,2024-04-02,North,Technology,Organic Search,10,1,New,10169
924,"Jackson, Smith and Hunt",2024-01-21,South,Healthcare,Organic Search,10,10,Qualified,13870
925,Smith and Sons,2025-09-20,South,Retail,Referral,3,2,New,14165
926,"Allen, Stewart and Cardenas",2024-06-30,South,Finance,LinkedIn Ads,6,6,Lost,4951
927,"Boyer, Martin and Harvey",2024-01-23,East,Manufacturing,Referral,3,11,New,7641
928,"Williams, Adams and Ramsey",2024-04-23,East,Finance,Webinar,8,11,Won,5376
929,White Group,2025-01-17,South,Manufacturing,Webinar,2,10,Proposal,15962
930,Andersen PLC,2025-08-23,South,Finance,Webinar,2,10,New,13571
931,Romero-Robinson,2024-05-19,South,Manufacturing,Paid Search,4,6,Lost,17315
932,"Ballard, Hunter and Owens",2025-10-16,East,Manufacturing,Organic Search,1,9,Lost,13396
933,Perez Group,2024-06-27,South,Technology,Webinar,9,12,Proposal,23110
934,Hunt and Sons,2024-12-31,South,Technology,Webinar,8,6,New,8745
935,Jackson-Clark,2025-01-22,South,Manufacturing,LinkedIn Ads,6,2,Qualified,12650
936,Golden-Parker,2024-05-10,North,Healthcare,LinkedIn Ads,6,1,New,21770
937,"Williams, Newman and White",2025-02-04,South,Technology,LinkedIn Ads,6,10,Won,4061
938,"Krause, Jones and Herman",2024-07-05,North,Technology,Organic Search,1,4,Proposal,10238
939,"Berry, Huber and Douglas",2025-10-16,North,Education,Webinar,2,5,Proposal,7608
940,Peters and Sons,2024-12-05,East,Retail,LinkedIn Ads,6,11,Proposal,14364
941,Smith-Harris,2024-11-23,North,Healthcare,LinkedIn Ads,6,3,New,24955
942,Soto-Massey,2025-10-16,East,Finance,LinkedIn Ads,6,9,Proposal,17635
943,Porter LLC,2024-01-12,South,Retail,LinkedIn Ads,7,6,New,5221
944,"Ryan, Moore and Romero",2024-12-24,North,Healthcare,Webinar,9,7,New,3041
945,Reese-Henson,2024-02-19,North,Manufacturing,Paid Search,5,1,Qualified,16751
946,"Davis, Odom and Williams",2024-06-19,South,Education,Webinar,9,12,Won,15409
947,Parks-Martin,2024-12-25,North,Healthcare,Webinar,2,4,Qualified,18711
948,"Clark, Thomas and Barber",2025-08-14,East,Manufacturing,Organic Search,1,11,Proposal,10391
949,Frazier Group,2024-06-15,North,Healthcare,Paid Search,5,1,Qualified,12663
950,Lester and Sons,2024-01-21,East,Healthcare,Webinar,2,9,Qualified,5431
951,Wilson-Jacobs,2024-12-16,North,Education,LinkedIn Ads,6,3,New,8272
952,Butler and Sons,2024-03-17,South,Healthcare,Webinar,2,10,Qualified,14073
953,"Brown, Anderson and Farley",2025-08-31,South,Education,Webinar,2,12,Lost,4015
954,Morrow Inc,2025-03-17,West,Retail,Webinar,9,8,Lost,22900
955,Williams LLC,2025-03-20,North,Healthcare,Webinar,2,4,New,13849
956,Johnson-Riley,2024-07-29,South,Education,Paid Search,4,12,Lost,21157
957,Day and Sons,2025-07-07,North,Finance,Paid Search,5,5,New,12745
958,Hull Ltd,2024-08-31,East,Education,Referral,3,11,New,21735
959,"Burgess, Molina and Gonzalez",2025-07-16,South,Retail,Webinar,2,6,Won,4786
960,Taylor-Mccarthy,2025-01-04,North,Healthcare,Organic Search,10,7,New,12651
961,Roach-Black,2025-11-08,South,Education,Organic Search,10,10,Proposal,9542
962,"Coleman, Brown and Fitzgerald",2024-04-09,West,Retail,Webinar,9,8,New,23912
963,"Nguyen, Robinson and Doyle",2024-10-25,West,Education,LinkedIn Ads,6,8,Lost,6784
964,Jones PLC,2024-11-11,East,Education,Organic Search,10,11,Won,19026
965,"Lopez, Acosta and Conley",2025-11-07,North,Manufacturing,Webinar,9,7,New,20829
966,Keith-Morris,2025-01-31,North,Education,LinkedIn Ads,6,4,New,15104
967,"Strong, Tran and Gallegos",2024-07-10,South,Finance,Paid Search,4,6,Qualified,17409
968,"English, Dunn and Sims",2025-04-21,North,Finance,LinkedIn Ads,7,1,New,21489
969,"Murphy, Williams and Robinson",2024-03-04,South,Manufacturing,Webinar,9,12,New,24871
970,Klein-Wolfe,2024-04-09,South,Finance,Webinar,8,2,New,20742
971,Parker-Smith,2025-02-27,North,Technology,Webinar,2,1,Lost,10455
972,"Ward, Hudson and Kemp",2025-07-20,South,Education,Paid Search,4,10,New,20123
973,"Jackson, Pham and Chandler",2025-03-04,South,Manufacturing,Organic Search,1,10,Lost,18559
974,Harris-Ramsey,2025-08-09,North,Education,Webinar,8,7,Won,12792
975,"Diaz, Jimenez and Barnes",2024-03-21,East,Manufacturing,Organic Search,10,11,Qualified,4137
976,Hanson-Oliver,2025-05-29,East,Technology,Webinar,2,11,Proposal,21726
977,Johnson and Sons,2025-11-24,West,Retail,Paid Search,5,8,Lost,6941
978,Mendez Inc,2025-04-04,South,Retail,Paid Search,5,2,New,9943
979,Garcia-Cook,2024-07-16,East,Education,Paid Search,4,9,New,5567
980,Price-Taylor,2025-11-30,East,Manufacturing,Paid Search,5,9,Qualified,7845
981,Lopez LLC,2025-09-01,North,Manufacturing,Paid Search,5,3,New,5195
982,"Evans, Gross and Flores",2024-03-30,North,Education,Referral,3,5,Qualified,21089
983,Smith Inc,2024-11-29,North,Technology,Webinar,9,7,Won,18012
984,Powers-Nelson,2024-01-13,West,Technology,Webinar,2,8,Won,22253
985,Ruiz-Reed,2025-06-19,South,Healthcare,Webinar,8,6,Won,16580
986,Guzman Inc,2024-06-02,North,Technology,Webinar,9,7,New,22093
987,"Manning, Morton and Lee",2024-04-12,North,Technology,Paid Search,5,5,Lost,6309
988,Schroeder PLC,2024-10-19,East,Finance,Webinar,9,11,Won,16464
989,Jones LLC,2024-09-27,South,Education,LinkedIn Ads,7,6,Qualified,21744
990,Elliott Group,2025-09-15,North,Retail,Referral,3,1,Qualified,12024
991,Brown-Cochran,2025-02-16,South,Technology,Webinar,2,10,New,16163
992,Morgan-Guerrero,2024-02-09,North,Finance,Webinar,8,1,Qualified,10784
993,Shaw-Ferguson,2024-02-20,East,Finance,Paid Search,5,11,Proposal,15204
994,"Wilson, Rose and Ingram",2024-01-21,North,Finance,Webinar,8,1,Qualified,13189
995,Garrett-Ayers,2024-10-14,South,Manufacturing,Referral,3,12,Won,6218
996,Green Inc,2024-08-21,East,Manufacturing,Webinar,9,9,New,17519
997,Lewis Inc,2024-11-24,South,Education,Paid Search,5,12,New,22823
998,"Miller, Summers and Smith",2025-10-23,East,Education,LinkedIn Ads,6,11,New,9926
999,Davidson Inc,2025-02-20,South,Technology,Paid Search,5,2,Proposal,15252
1000,Hayes LLC,2024-02-27,East,Retail,Webinar,8,9,Qualified,5150
1001,Parker Group,2024-11-14,South,Education,Webinar,9,2,Proposal,7444
1002,Myers-Franklin,2025-06-20,West,Healthcare,Organic Search,10,8,Won,8693
1003,"Wilson, Park and Gilbert",2024-07-16,North,Retail,LinkedIn Ads,7,5,Won,4888
1004,Armstrong-Pearson,2024-09-12,North,Healthcare,Webinar,9,5,New,14808
1005,Adkins-Gallagher,2025-12-22,South,Finance,Webinar,9,12,New,18211
1006,Page-Wilson,2025-06-01,South,Healthcare,LinkedIn Ads,6,6,Qualified,4001
1007,"Ortega, Torres and Smith",2024-09-04,North,Technology,Referral,3,1,Qualified,17617
1008,Duncan-Whitaker,2024-06-30,South,Education,LinkedIn Ads,7,10,Lost,22230
1009,Hatfield-Hill,2025-07-18,North,Retail,LinkedIn Ads,6,3,Qualified,11475
1010,Hill-Ellis,2025-12-06,North,Healthcare,LinkedIn Ads,7,4,New,15666
1011,"Banks, Burns and Olson",2024-02-20,North,Technology,Organic Search,10,7,New,10022
1012,Elliott PLC,2024-08-14,West,Manufacturing,Webinar,9,8,Proposal,9774
1013,Jordan and Sons,2024-10-02,North,Technology,LinkedIn Ads,7,4,Proposal,3657
1014,"Jackson, Espinoza and Davis",2025-11-29,East,Retail,Webinar,8,9,New,24213
1015,"Reed, Perry and Thompson",2024-06-26,North,Healthcare,LinkedIn Ads,6,1,Proposal,10332
1016,"Poole, Bishop and Floyd",2024-09-15,South,Finance,LinkedIn Ads,6,6,Proposal,24061
1017,"Richards, Mullins and Adams",2024-10-08,North,Education,Paid Search,4,3,Qualified,14426
1018,Hunt PLC,2025-04-15,South,Education,Paid Search,5,6,New,12900
1019,"Baker, Kane and Young",2025-11-24,North,Technology,Webinar,8,7,Qualified,16013
1020,Chen-Lewis,2025-08-21,North,Technology,Paid Search,4,1,New,24704
1021,Ross PLC,2025-01-18,North,Technology,Webinar,8,4,Proposal,22957
1022,Allen LLC,2024-10-16,East,Healthcare,Webinar,9,9,New,18785
1023,Newman-Zuniga,2024-03-06,East,Finance,Paid Search,4,11,Qualified,23991
1024,Mason PLC,2024-11-28,North,Finance,Paid Search,4,5,Won,24499
1025,Thompson Ltd,2025-12-29,South,Manufacturing,LinkedIn Ads,6,12,Lost,12790
1026,Horne-Williamson,2024-07-11,East,Retail,Organic Search,10,9,New,4860
1027,Munoz-Thompson,2025-09-06,East,Finance,Paid Search,5,9,Qualified,7585
1028,Green PLC,2024-01-27,South,Finance,Organic Search,10,12,Proposal,11500
1029,Miller Ltd,2025-03-04,North,Manufacturing,LinkedIn Ads,7,7,Qualified,4157
1030,Jones-Rivers,2025-08-20,North,Technology,LinkedIn Ads,7,1,Proposal,9223
1031,Thompson-Little,2024-12-17,East,Retail,Organic Search,1,11,Proposal,20518
1032,Brooks and Sons,2025-10-15,North,Manufacturing,LinkedIn Ads,6,1,Won,14747
1033,Martin-Stokes,2025-06-03,South,Retail,Paid Search,4,2,Qualified,24548
1034,"Gilmore, Watts and Guerra",2025-07-25,North,Healthcare,Referral,3,7,New,18426
1035,Campbell-Dennis,2024-05-11,East,Manufacturing,Webinar,2,11,Proposal,21318
1036,"Graham, Garner and Baker",2024-07-06,North,Finance,Webinar,9,1,Lost,24444
1037,Perry-Smith,2024-04-01,South,Retail,Referral,3,6,New,13062
1038,Castaneda-Perez,2025-03-06,North,Finance,LinkedIn Ads,7,4,Won,15179
1039,Fernandez PLC,2024-09-23,North,Education,LinkedIn Ads,6,4,Proposal,6859
1040,Smith-Porter,2025-04-26,East,Manufacturing,LinkedIn Ads,7,9,New,22122
1041,Glover LLC,2025-08-17,North,Healthcare,Organic Search,10,5,Lost,18473
1042,Carter-White,2024-07-18,East,Manufacturing,Paid Search,4,11,Qualified,15506
1043,"Jones, Gonzales and Moss",2025-06-26,East,Healthcare,Referral,3,11,New,7940
1044,Murray PLC,2024-05-20,North,Finance,LinkedIn Ads,7,5,Lost,16408
1045,"May, Thompson and Anderson",2025-08-06,South,Education,LinkedIn Ads,7,10,Won,7693
1046,Owen Group,2024-11-19,North,Retail,LinkedIn Ads,7,7,Won,5648
1047,Wood-Joyce,2025-05-14,West,Retail,Referral,3,8,Qualified,13269
1048,Morris and Sons,2025-10-11,North,Education,Paid Search,5,4,New,11962
1049,"Miller, Johnson and Valenzuela",2024-08-02,East,Retail,Organic Search,1,9,Won,21883
1050,"Collins, Cole and Lopez",2024-06-11,North,Healthcare,Webinar,2,5,Qualified,7240
1051,Jones Ltd,2025-09-21,South,Education,LinkedIn Ads,6,6,Qualified,16218
