order_id,customer_id,order_date,product_name,gross_amount,discount_pct,net_revenue
494,528,2025-01-16,Pro Plan,2375,0,2375.0
495,596,2024-07-29,Basic Plan,1416,10,1274.4
496,370,2025-12-24,Pro Plan,3956,0,3956.0
497,143,2024-07-01,Enterprise Plan,9059,0,9059.0
498,315,2025-09-11,Pro Plan,3125,5,2968.75
499,245,2025-10-23,Enterprise Plan,7040,15,5984.0
500,301,2025-03-30,Enterprise Plan,13559,5,12881.05
501,694,2024-10-16,Enterprise Plan,14068,5,13364.6
502,81,2024-11-10,Basic Plan,1377,10,1239.3
503,55,2025-09-03,Pro Plan,4071,5,3867.45
504,555,2025-12-29,Pro Plan,4114,10,3702.6
505,199,2024-08-15,Pro Plan,2156,15,1832.6
506,341,2025-12-26,Enterprise Plan,14591,0,14591.0
507,769,2024-12-24,Enterprise Plan,9051,15,7693.35
508,472,2025-12-28,Pro Plan,2212,15,1880.2
509,24,2024-10-22,Basic Plan,1179,0,1179.0
510,536,2025-12-25,Enterprise Plan,11437,15,9721.45
511,183,2025-12-22,Basic Plan,531,15,451.35
512,672,2024-06-04,Basic Plan,786,10,707.4
513,86,2025-02-06,Enterprise Plan,11613,0,11613.0
514,752,2024-09-22,Pro Plan,2747,10,2472.3
515,503,2025-12-24,Enterprise Plan,12456,0,12456.0
516,381,2025-02-25,Pro Plan,4504,0,4504.0
517,126,2024-05-20,Enterprise Plan,10040,15,8534.0
518,695,2025-12-29,Enterprise Plan,14727,15,12517.95
519,180,2025-12-27,Pro Plan,2910,0,2910.0
520,315,2025-08-24,Enterprise Plan,7689,0,7689.0
521,20,2025-04-16,Basic Plan,766,0,766.0
522,80,2025-12-12,Enterprise Plan,11371,0,11371.0
523,679,2025-04-06,Pro Plan,4959,5,4711.05
524,10,2024-11-26,Pro Plan,3593,0,3593.0
525,455,2024-11-17,Basic Plan,913,10,821.7
526,8,2025-10-29,Enterprise Plan,9641,0,9641.0
527,614,2024-09-22,Enterprise Plan,12062,0,12062.0
528,637,2025-06-16,Enterprise Plan,7740,10,6966.0
529,525,2024-07-19,Pro Plan,3498,0,3498.0
530,725,2025-12-24,Enterprise Plan,10306,5,9790.7
531,305,2024-07-15,Pro Plan,2064,10,1857.6
532,738,2025-03-20,Pro Plan,4785,0,4785.0
533,23,2025-04-13,Basic Plan,507,0,507.0
534,462,2024-07-02,Enterprise Plan,7965,15,6770.25
535,661,2024-11-05,Enterprise Plan,7220,0,7220.0
536,588,2025-03-27,Enterprise Plan,13933,0,13933.0
537,621,2025-10-01,Basic Plan,1034,15,878.9
538,587,2024-12-19,Enterprise Plan,9866,0,9866.0
539,15,2025-08-26,Basic Plan,1358,0,1358.0
540,663,2024-06-11,Pro Plan,3259,0,3259.0
541,726,2025-12-30,Pro Plan,3858,0,3858.0
542,192,2024-06-23,Pro Plan,2828,0,2828.0
543,257,2024-12-01,Enterprise Plan,8842,0,8842.0
544,379,2025-09-28,Basic Plan,1337,5,1270.15
545,149,2025-02-26,Enterprise Plan,14593,0,14593.0
546,48,2024-09-14,Pro Plan,3832,0,3832.0
547,674,2024-06-26,Basic Plan,1482,10,1333.8
548,485,2025-03-06,Basic Plan,1213,15,1031.05
549,156,2025-11-17,Pro Plan,2356,0,2356.0
550,683,2024-08-11,Basic Plan,967,5,918.65
551,71,2025-12-23,Basic Plan,1212,10,1090.8
552,715,2025-08-12,Pro Plan,4299,0,4299.0
553,559,2025-12-29,Pro Plan,2027,0,2027.0
554,505,2025-12-29,Basic Plan,1364,10,1227.6
555,125,2025-07-12,Enterprise Plan,11706,5,11120.7
556,835,2024-04-25,Basic Plan,1457,0,1457.0
557,208,2025-12-25,Pro Plan,2239,0,2239.0
558,497,2025-10-26,Enterprise Plan,12807,5,12166.65
559,311,2025-08-20,Pro Plan,3144,0,3144.0
560,553,2024-10-14,Basic Plan,1004,15,853.4
561,323,2025-03-31,Enterprise Plan,11526,15,9797.1
562,785,2025-12-27,Enterprise Plan,11562,15,9827.7
563,609,2025-03-29,Pro Plan,3489,0,3489.0
564,470,2025-12-27,Basic Plan,1014,0,1014.0
565,89,2025-10-23,Enterprise Plan,7944,0,7944.0
566,645,2025-12-25,Pro Plan,2104,0,2104.0
567,431,2024-06-19,Basic Plan,543,0,543.0
568,160,2025-08-11,Pro Plan,4618,0,4618.0
569,251,2024-10-09,Enterprise Plan,9802,0,9802.0
570,838,2025-11-15,Basic Plan,1158,0,1158.0
571,113,2025-10-15,Pro Plan,2283,0,2283.0
572,324,2025-03-15,Pro Plan,3392,5,3222.4
573,299,2025-11-01,Enterprise Plan,9343,15,7941.55
574,139,2025-09-19,Pro Plan,4275,15,3633.75
575,371,2025-06-27,Enterprise Plan,7644,0,7644.0
576,9,2025-04-04,Pro Plan,4129,10,3716.1
577,531,2024-10-07,Pro Plan,3580,10,3222.0
578,521,2025-12-24,Basic Plan,1011,15,859.35
579,79,2024-04-20,Pro Plan,3839,15,3263.15
580,95,2025-12-27,Enterprise Plan,12771,0,12771.0
581,248,2025-03-05,Basic Plan,875,10,787.5
582,294,2025-04-18,Basic Plan,1441,0,1441.0
583,342,2025-03-17,Basic Plan,1472,0,1472.0
584,529,2025-08-31,Basic Plan,1324,0,1324.0
585,811,2025-03-21,Basic Plan,1254,0,1254.0
586,358,2025-12-30,Basic Plan,704,10,633.6
587,688,2024-07-04,Enterprise Plan,6116,15,5198.6
588,236,2025-07-01,Enterprise Plan,7517,0,7517.0
589,11,2025-06-23,Enterprise Plan,6132,0,6132.0
590,535,2025-02-03,Basic Plan,925,0,925.0
591,288,2024-07-01,Basic Plan,708,15,601.8
592,254,2025-10-02,Pro Plan,3413,0,3413.0
593,53,2024-10-05,Basic Plan,1285,5,1220.75
594,283,2025-12-21,Enterprise Plan,7426,15,6312.1
595,662,2025-04-07,Basic Plan,1305,0,1305.0
596,47,2025-10-28,Pro Plan,3901,0,3901.0
597,170,2025-01-31,Enterprise Plan,11950,10,10755.0
598,236,2025-09-21,Pro Plan,3981,0,3981.0
599,528,2024-11-07,Basic Plan,1383,10,1244.7
600,628,2025-03-01,Pro Plan,2583,10,2324.7
601,208,2025-09-09,Enterprise Plan,13431,5,12759.45
602,122,2025-10-19,Enterprise Plan,9950,15,8457.5
603,610,2024-11-18,Pro Plan,2217,10,1995.3
604,232,2025-01-01,Enterprise Plan,13201,0,13201.0
605,363,2025-12-24,Basic Plan,564,5,535.8
606,695,2025-12-28,Basic Plan,953,15,810.05
607,522,2024-07-12,Enterprise Plan,9049,0,9049.0
608,301,2025-01-12,Basic Plan,676,0,676.0
609,563,2024-11-07,Enterprise Plan,9507,15,8080.95
610,62,2025-04-17,Basic Plan,1478,0,1478.0
611,806,2025-04-17,Pro Plan,4692,10,4222.8
612,351,2024-03-01,Enterprise Plan,10967,0,10967.0
613,159,2025-05-10,Enterprise Plan,8357,0,8357.0
614,767,2025-01-18,Pro Plan,4675,0,4675.0
615,720,2025-12-28,Enterprise Plan,14850,0,14850.0
616,134,2025-07-14,Enterprise Plan,11047,0,11047.0
617,665,2025-08-28,Basic Plan,1000,15,850.0
618,670,2024-11-17,Pro Plan,4019,0,4019.0
619,235,2024-05-29,Pro Plan,3187,0,3187.0
620,335,2025-11-15,Enterprise Plan,11449,0,11449.0
621,141,2024-11-25,Enterprise Plan,14161,10,12744.9
622,338,2025-07-19,Basic Plan,1414,5,1343.3
623,84,2025-12-22,Pro Plan,2011,0,2011.0
624,695,2025-12-29,Pro Plan,2286,0,2286.0
625,78,2024-10-16,Pro Plan,3009,15,2557.65
626,404,2025-02-13,Pro Plan,4158,5,3950.1
627,725,2025-12-28,Pro Plan,4899,0,4899.0
628,800,2025-07-03,Enterprise Plan,14502,0,14502.0
629,56,2025-04-27,Basic Plan,528,15,448.8
630,856,2025-04-21,Basic Plan,1312,0,1312.0
631,706,2025-07-04,Enterprise Plan,6889,10,6200.1
632,346,2024-05-26,Basic Plan,538,0,538.0
633,145,2024-09-28,Enterprise Plan,14010,10,12609.0
634,843,2025-12-24,Enterprise Plan,14248,10,12823.2
635,45,2025-10-13,Pro Plan,3430,15,2915.5
636,140,2025-12-06,Enterprise Plan,12098,15,10283.3
637,17,2024-10-20,Pro Plan,2756,0,2756.0
638,735,2025-09-27,Enterprise Plan,12460,0,12460.0
639,438,2025-02-05,Basic Plan,517,0,517.0
640,847,2025-06-05,Basic Plan,1444,5,1371.8
641,657,2025-12-30,Enterprise Plan,11254,0,11254.0
642,85,2024-08-29,Basic Plan,855,0,855.0
643,844,2024-06-11,Enterprise Plan,7533,0,7533.0
644,608,2024-12-06,Enterprise Plan,8743,15,7431.55
645,842,2025-11-06,Enterprise Plan,11705,15,9949.25
646,323,2025-01-10,Basic Plan,810,0,810.0
647,53,2024-09-21,Pro Plan,4677,15,3975.45
648,180,2025-12-28,Basic Plan,1126,0,1126.0
649,560,2025-05-30,Enterprise Plan,12808,5,12167.6
650,688,2024-06-19,Basic Plan,1203,10,1082.7
651,57,2025-02-28,Basic Plan,1123,0,1123.0
652,531,2024-06-09,Pro Plan,2198,15,1868.3
653,340,2025-01-15,Enterprise Plan,8486,0,8486.0
654,118,2025-10-15,Basic Plan,620,15,527.0
655,809,2025-12-24,Pro Plan,3911,15,3324.35
656,601,2024-09-17,Basic Plan,617,10,555.3
657,561,2025-12-19,Basic Plan,618,0,618.0
658,494,2025-03-23,Pro Plan,2428,0,2428.0
659,113,2025-09-08,Basic Plan,623,10,560.7
660,722,2025-06-30,Pro Plan,2557,15,2173.45
661,323,2025-04-01,Enterprise Plan,14669,5,13935.55
662,349,2025-09-21,Basic Plan,1447,10,1302.3
663,325,2025-07-10,Basic Plan,800,10,720.0
664,119,2025-12-26,Pro Plan,3557,0,3557.0
665,212,2025-12-23,Basic Plan,1176,0,1176.0
666,817,2024-11-20,Enterprise Plan,10939,10,9845.1
667,391,2025-12-09,Basic Plan,1282,0,1282.0
668,750,2024-03-31,Basic Plan,592,0,592.0
669,720,2025-09-16,Enterprise Plan,12468,15,10597.8
670,757,2025-01-05,Basic Plan,1444,0,1444.0
671,68,2024-11-14,Enterprise Plan,11351,0,11351.0
672,449,2025-12-22,Pro Plan,3538,0,3538.0
673,47,2025-08-04,Enterprise Plan,9172,15,7796.2
674,146,2024-06-28,Pro Plan,4955,5,4707.25
675,618,2025-10-01,Enterprise Plan,6020,0,6020.0
676,406,2025-12-22,Enterprise Plan,11656,0,11656.0
677,471,2024-10-26,Enterprise Plan,14135,0,14135.0
678,117,2024-03-29,Basic Plan,1492,5,1417.4
679,348,2025-08-19,Basic Plan,782,0,782.0
680,620,2025-12-26,Enterprise Plan,11351,10,10215.9
681,414,2025-09-09,Pro Plan,3257,0,3257.0
682,14,2025-12-31,Pro Plan,2306,15,1960.1
683,378,2025-10-23,Basic Plan,644,5,611.8
684,60,2024-10-10,Pro Plan,2504,0,2504.0
685,249,2025-12-29,Pro Plan,2945,10,2650.5
686,220,2024-09-26,Pro Plan,2247,0,2247.0
687,676,2024-08-04,Enterprise Plan,7007,5,6656.65
688,157,2024-10-01,Pro Plan,3745,10,3370.5
689,630,2025-05-29,Pro Plan,2934,0,2934.0
690,428,2025-03-20,Pro Plan,4175,15,3548.75
691,7,2024-10-03,Pro Plan,3308,0,3308.0
692,412,2025-06-14,Enterprise Plan,6124,0,6124.0
693,440,2025-12-14,Enterprise Plan,10676,0,10676.0
694,150,2024-09-03,Basic Plan,627,0,627.0
695,308,2025-11-27,Pro Plan,3661,5,3477.95
696,136,2025-12-21,Pro Plan,3509,5,3333.55
697,496,2025-03-23,Enterprise Plan,7063,0,7063.0
698,613,2024-06-25,Enterprise Plan,11702,0,11702.0
699,763,2025-12-25,Basic Plan,1468,0,1468.0
700,802,2025-01-21,Pro Plan,2435,0,2435.0
701,103,2025-12-24,Pro Plan,2011,0,2011.0
702,420,2024-12-04,Enterprise Plan,6973,0,6973.0
703,165,2025-12-30,Basic Plan,712,0,712.0
704,759,2025-09-15,Enterprise Plan,9765,0,9765.0
705,415,2024-05-26,Pro Plan,3131,0,3131.0
706,832,2025-10-30,Basic Plan,933,10,839.7
707,688,2024-06-08,Enterprise Plan,6215,10,5593.5
708,274,2024-06-17,Enterprise Plan,12000,5,11400.0
709,32,2025-08-17,Basic Plan,1106,0,1106.0
710,507,2025-04-28,Pro Plan,4884,0,4884.0
711,419,2025-12-30,Basic Plan,1020,0,1020.0
712,619,2025-06-22,Pro Plan,2416,0,2416.0
713,77,2024-11-22,Pro Plan,4918,0,4918.0
714,784,2025-12-30,Basic Plan,1332,0,1332.0
715,620,2025-12-23,Pro Plan,4015,0,4015.0
716,188,2024-07-05,Pro Plan,2716,0,2716.0
717,189,2025-03-27,Basic Plan,525,0,525.0
718,174,2025-12-25,Basic Plan,857,10,771.3
719,452,2024-09-08,Enterprise Plan,11821,5,11229.95
720,497,2025-09-16,Enterprise Plan,13036,10,11732.4
721,203,2024-06-23,Pro Plan,2121,0,2121.0
722,102,2024-07-31,Enterprise Plan,6089,0,6089.0
723,130,2024-12-23,Enterprise Plan,9282,10,8353.8
724,548,2025-12-29,Pro Plan,3041,5,2888.95
725,382,2024-09-17,Pro Plan,2609,0,2609.0
726,305,2024-05-23,Enterprise Plan,7049,10,6344.1
727,308,2025-08-23,Basic Plan,1216,5,1155.2
728,242,2025-03-13,Basic Plan,558,0,558.0
729,708,2024-11-18,Pro Plan,3743,0,3743.0
730,274,2024-08-11,Pro Plan,4567,10,4110.3
731,18,2025-10-23,Basic Plan,1314,0,1314.0
732,857,2025-08-06,Pro Plan,4410,5,4189.5
733,426,2025-12-24,Basic Plan,1435,0,1435.0
734,398,2024-07-25,Basic Plan,1266,15,1076.1
735,487,2024-05-02,Enterprise Plan,9865,10,8878.5
736,70,2025-12-30,Enterprise Plan,10416,10,9374.4
737,603,2024-09-05,Pro Plan,3021,15,2567.85
738,696,2025-09-06,Pro Plan,2705,0,2705.0
739,826,2024-03-27,Enterprise Plan,14222,0,14222.0
740,352,2025-12-27,Enterprise Plan,14141,5,13433.95
741,191,2024-08-19,Enterprise Plan,14074,15,11962.9
742,119,2025-12-21,Basic Plan,703,5,667.85
743,486,2025-12-22,Pro Plan,4806,0,4806.0
744,827,2025-09-07,Pro Plan,4469,10,4022.1
745,327,2024-07-09,Basic Plan,920,5,874.0
746,548,2025-12-29,Basic Plan,996,0,996.0
747,198,2025-07-08,Pro Plan,3965,10,3568.5
748,352,2025-12-28,Basic Plan,1350,0,1350.0
749,474,2025-06-18,Pro Plan,2749,0,2749.0
750,12,2024-08-19,Enterprise Plan,10736,10,9662.4
751,141,2025-02-14,Basic Plan,1125,5,1068.75
752,496,2025-01-07,Basic Plan,1228,0,1228.0
753,103,2025-12-25,Enterprise Plan,8286,0,8286.0
754,711,2024-06-02,Pro Plan,2208,10,1987.2
755,329,2025-10-05,Enterprise Plan,8810,0,8810.0
756,664,2024-06-29,Pro Plan,2224,0,2224.0
757,438,2025-07-14,Enterprise Plan,6449,15,5481.65
758,183,2025-12-21,Pro Plan,2389,10,2150.1
759,770,2025-07-10,Basic Plan,878,15,746.3
760,799,2025-01-17,Enterprise Plan,14404,10,12963.6
761,145,2024-11-29,Enterprise Plan,13349,0,13349.0
762,264,2024-12-02,Basic Plan,1499,5,1424.05
763,713,2024-10-18,Enterprise Plan,14806,10,13325.4
764,659,2025-12-02,Enterprise Plan,10747,15,9134.95
765,102,2024-11-08,Basic Plan,1334,0,1334.0
766,455,2024-11-09,Pro Plan,3065,0,3065.0
767,424,2024-11-09,Basic Plan,664,0,664.0
768,788,2024-10-21,Pro Plan,4137,10,3723.3
769,38,2025-07-11,Enterprise Plan,13214,10,11892.6
770,69,2024-06-05,Pro Plan,2047,10,1842.3
771,692,2025-06-26,Basic Plan,1331,0,1331.0
772,470,2025-11-29,Enterprise Plan,6767,5,6428.65
773,56,2025-07-24,Pro Plan,3938,15,3347.3
774,459,2025-05-18,Basic Plan,1362,0,1362.0
775,227,2025-11-17,Enterprise Plan,7394,0,7394.0
776,444,2024-07-12,Pro Plan,2374,15,2017.9
777,556,2025-01-06,Basic Plan,1456,0,1456.0
778,553,2025-01-10,Pro Plan,4762,10,4285.8
779,31,2024-05-28,Basic Plan,1114,15,946.9
780,240,2025-07-06,Enterprise Plan,14268,0,14268.0
781,598,2025-10-29,Enterprise Plan,12424,10,11181.6
782,211,2025-12-24,Enterprise Plan,6819,0,6819.0
783,724,2024-04-16,Enterprise Plan,11810,0,11810.0
784,866,2024-06-06,Pro Plan,2362,10,2125.8
785,457,2025-10-06,Basic Plan,863,5,819.85
786,237,2025-12-24,Enterprise Plan,10065,0,10065.0
787,381,2025-05-25,Pro Plan,4761,15,4046.85
788,646,2024-07-05,Enterprise Plan,9672,0,9672.0
789,858,2025-05-12,Pro Plan,2438,5,2316.1
790,53,2024-10-17,Enterprise Plan,12523,0,12523.0
791,482,2025-12-21,Basic Plan,1406,10,1265.4
792,577,2024-06-05,Enterprise Plan,10637,10,9573.3
793,169,2025-09-17,Pro Plan,4239,0,4239.0
794,685,2025-12-22,Enterprise Plan,13033,0,13033.0
795,270,2025-04-09,Pro Plan,4095,0,4095.0
796,69,2024-04-09,Basic Plan,954,0,954.0
797,657,2025-12-23,Pro Plan,2418,5,2297.1
798,369,2024-11-09,Basic Plan,1455,0,1455.0
799,24,2025-01-10,Basic Plan,1345,15,1143.25
800,262,2024-09-20,Pro Plan,4222,10,3799.8
801,318,2025-05-02,Basic Plan,1014,10,912.6
802,626,2024-12-08,Pro Plan,4189,5,3979.55
803,342,2025-05-19,Enterprise Plan,14221,0,14221.0
804,828,2025-07-12,Basic Plan,1401,5,1330.95
805,816,2025-10-19,Pro Plan,3618,5,3437.1
806,543,2025-07-22,Enterprise Plan,13293,10,11963.7
807,800,2025-10-23,Basic Plan,935,0,935.0
808,730,2025-10-03,Basic Plan,591,0,591.0
809,61,2025-06-01,Basic Plan,1349,0,1349.0
810,783,2025-02-21,Enterprise Plan,10067,0,10067.0
811,364,2025-12-22,Enterprise Plan,8674,0,8674.0
812,339,2025-12-30,Basic Plan,718,5,682.1
813,189,2025-01-10,Basic Plan,849,0,849.0
814,791,2025-03-29,Basic Plan,1440,0,1440.0
815,10,2025-01-02,Enterprise Plan,14372,0,14372.0
816,155,2025-02-16,Pro Plan,4868,0,4868.0
817,329,2025-07-22,Pro Plan,3140,0,3140.0
818,351,2024-06-16,Basic Plan,768,0,768.0
819,146,2024-08-31,Basic Plan,939,0,939.0
820,307,2025-02-09,Basic Plan,1393,0,1393.0
821,349,2025-12-27,Pro Plan,2115,10,1903.5
822,365,2025-05-13,Pro Plan,2258,5,2145.1
823,656,2024-12-30,Enterprise Plan,7070,10,6363.0
824,413,2025-11-21,Enterprise Plan,10238,10,9214.2
825,782,2024-10-30,Enterprise Plan,14955,15,12711.75
826,529,2025-04-29,Enterprise Plan,14864,15,12634.4
827,438,2025-01-26,Pro Plan,3891,10,3501.9
828,648,2025-05-01,Basic Plan,778,0,778.0
829,381,2025-05-14,Pro Plan,3694,10,3324.6
830,543,2025-07-10,Basic Plan,1359,0,1359.0
831,259,2025-08-26,Basic Plan,1441,5,1368.95
832,416,2025-03-08,Pro Plan,3085,10,2776.5
833,157,2024-12-27,Enterprise Plan,14821,10,13338.9
834,188,2024-07-17,Enterprise Plan,12485,15,10612.25
835,526,2024-11-19,Enterprise Plan,13214,0,13214.0
836,286,2025-11-03,Pro Plan,4323,0,4323.0
837,849,2025-09-03,Basic Plan,835,0,835.0
838,804,2025-12-27,Pro Plan,4702,0,4702.0
839,431,2024-07-16,Basic Plan,1128,0,1128.0
840,142,2024-06-14,Enterprise Plan,8958,0,8958.0
841,761,2025-12-24,Pro Plan,3009,15,2557.65
842,40,2024-10-16,Enterprise Plan,6728,0,6728.0
843,577,2024-03-19,Basic Plan,985,0,985.0
844,314,2025-03-22,Enterprise Plan,7013,0,7013.0
845,39,2025-08-21,Enterprise Plan,12469,0,12469.0
846,201,2025-04-16,Pro Plan,3018,5,2867.1
847,3,2025-04-26,Basic Plan,602,10,541.8
848,658,2025-12-22,Pro Plan,3342,0,3342.0
849,412,2025-10-05,Basic Plan,888,5,843.6
850,483,2024-12-02,Basic Plan,525,10,472.5
851,640,2024-12-18,Enterprise Plan,10933,0,10933.0
852,723,2025-12-23,Enterprise Plan,10099,0,10099.0
853,792,2025-04-12,Pro Plan,3541,5,3363.95
854,68,2025-05-05,Pro Plan,4280,10,3852.0
855,519,2024-11-20,Pro Plan,4037,5,3835.15
856,486,2025-08-05,Pro Plan,3785,0,3785.0
857,553,2024-10-13,Basic Plan,1339,0,1339.0
858,469,2025-05-21,Pro Plan,3491,5,3316.45
859,822,2024-09-08,Pro Plan,4201,0,4201.0
860,273,2024-11-17,Pro Plan,3263,0,3263.0
861,229,2024-07-05,Basic Plan,1300,10,1170.0
862,504,2025-12-31,Pro Plan,2535,0,2535.0
863,832,2025-09-29,Pro Plan,3656,5,3473.2
864,732,2024-07-29,Enterprise Plan,9019,5,8568.05
865,300,2025-07-10,Enterprise Plan,10738,0,10738.0
866,434,2024-10-31,Pro Plan,4591,0,4591.0
867,252,2024-11-12,Enterprise Plan,11685,0,11685.0
868,178,2024-12-20,Basic Plan,1211,15,1029.35
869,16,2025-12-29,Basic Plan,621,0,621.0
870,848,2025-12-27,Basic Plan,1486,5,1411.7
871,731,2025-11-06,Pro Plan,4842,15,4115.7
872,503,2025-12-27,Pro Plan,2550,0,2550.0
873,658,2025-12-30,Basic Plan,899,0,899.0
874,821,2025-12-30,Basic Plan,787,15,668.95
875,393,2025-07-09,Basic Plan,881,10,792.9
876,333,2024-07-13,Enterprise Plan,14471,15,12300.35
877,99,2025-01-03,Basic Plan,506,10,455.4
878,735,2025-04-20,Basic Plan,985,10,886.5
879,664,2024-10-17,Pro Plan,3970,15,3374.5
880,325,2025-09-20,Enterprise Plan,8094,0,8094.0
881,126,2024-04-23,Basic Plan,1091,10,981.9
882,218,2024-05-09,Pro Plan,2055,0,2055.0
883,10,2025-02-03,Basic Plan,1235,5,1173.25
884,458,2025-12-29,Enterprise Plan,12963,0,12963.0
885,417,2025-03-24,Enterprise Plan,7817,0,7817.0
886,473,2025-01-12,Basic Plan,1041,0,1041.0
887,759,2025-07-30,Enterprise Plan,13843,0,13843.0
888,295,2025-04-05,Pro Plan,3416,15,2903.6
889,723,2025-12-25,Enterprise Plan,6787,5,6447.65
890,590,2025-12-26,Enterprise Plan,8765,0,8765.0
891,720,2025-11-17,Enterprise Plan,8864,0,8864.0
892,340,2025-01-09,Basic Plan,1187,10,1068.3
893,420,2025-05-19,Basic Plan,1015,0,1015.0
894,560,2025-08-01,Pro Plan,3099,0,3099.0
895,690,2024-12-07,Enterprise Plan,13032,0,13032.0
896,527,2024-06-04,Enterprise Plan,12019,0,12019.0
897,326,2024-09-05,Pro Plan,3386,15,2878.1
898,121,2025-06-27,Basic Plan,1365,0,1365.0
899,72,2025-08-01,Basic Plan,1467,0,1467.0
900,703,2025-01-29,Enterprise Plan,13331,0,13331.0
901,586,2024-11-17,Enterprise Plan,14048,15,11940.8
902,524,2024-10-22,Enterprise Plan,7390,5,7020.5
903,165,2025-12-25,Basic Plan,748,15,635.8
904,270,2025-04-16,Enterprise Plan,8725,5,8288.75
905,582,2024-08-23,Basic Plan,696,10,626.4
906,185,2025-09-22,Pro Plan,4806,0,4806.0
907,57,2024-11-11,Pro Plan,3448,15,2930.8
908,712,2024-07-31,Enterprise Plan,14894,0,14894.0
909,377,2025-03-11,Enterprise Plan,12341,0,12341.0
910,543,2025-06-24,Pro Plan,3347,15,2844.95
911,709,2024-08-01,Basic Plan,533,5,506.35
912,173,2025-11-17,Basic Plan,832,15,707.2
913,413,2025-12-23,Basic Plan,773,10,695.7
914,732,2024-08-23,Pro Plan,2940,0,2940.0
915,224,2025-06-21,Basic Plan,1378,15,1171.3
916,494,2025-05-27,Enterprise Plan,7701,10,6930.9
917,661,2024-07-14,Enterprise Plan,12493,5,11868.35
918,5,2024-08-10,Enterprise Plan,10695,10,9625.5
919,423,2025-03-23,Pro Plan,3414,0,3414.0
920,213,2024-08-05,Pro Plan,3041,15,2584.85
921,312,2024-11-23,Pro Plan,3072,5,2918.4
922,424,2024-07-09,Enterprise Plan,9444,10,8499.6
923,34,2024-12-29,Enterprise Plan,7080,5,6726.0
924,191,2024-08-18,Enterprise Plan,9562,5,9083.9
925,638,2025-09-18,Enterprise Plan,7755,0,7755.0
926,868,2025-11-30,Enterprise Plan,11251,0,11251.0
927,4,2025-12-13,Enterprise Plan,8020,0,8020.0
928,321,2025-12-24,Enterprise Plan,14396,15,12236.6
929,31,2024-05-24,Enterprise Plan,12324,10,11091.6
930,802,2025-04-12,Enterprise Plan,12972,10,11674.8
931,723,2025-12-23,Basic Plan,1406,15,1195.1
932,406,2025-12-31,Pro Plan,3288,5,3123.6
933,95,2025-12-29,Pro Plan,2428,0,2428.0
934,213,2024-09-18,Enterprise Plan,8253,0,8253.0
935,51,2025-12-28,Basic Plan,1329,0,1329.0
936,665,2025-10-14,Enterprise Plan,12247,15,10409.95
937,760,2025-03-03,Basic Plan,774,0,774.0
938,630,2025-07-15,Enterprise Plan,9709,10,8738.1
939,812,2025-12-29,Enterprise Plan,9857,0,9857.0
940,525,2024-09-02,Basic Plan,654,0,654.0
941,623,2025-12-04,Enterprise Plan,14191,0,14191.0
942,668,2025-12-29,Enterprise Plan,9442,0,9442.0
943,430,2024-07-22,Enterprise Plan,6808,15,5786.8
944,630,2025-10-18,Enterprise Plan,9474,0,9474.0
945,851,2024-08-29,Basic Plan,545,0,545.0
946,421,2024-10-25,Basic Plan,735,0,735.0
947,158,2024-06-21,Basic Plan,564,15,479.4
948,365,2025-06-09,Pro Plan,3889,5,3694.55
949,570,2025-04-12,Basic Plan,546,0,546.0
950,643,2024-07-07,Enterprise Plan,13878,15,11796.3
951,691,2025-12-30,Basic Plan,1060,0,1060.0
952,489,2025-12-28,Pro Plan,3571,0,3571.0
953,130,2025-01-15,Basic Plan,1439,15,1223.15
954,366,2024-06-16,Enterprise Plan,10740,0,10740.0
955,806,2025-06-13,Basic Plan,1156,0,1156.0
956,348,2025-12-17,Enterprise Plan,6776,5,6437.2
957,688,2024-08-07,Pro Plan,4254,15,3615.9
958,397,2025-12-28,Pro Plan,3267,5,3103.65
959,114,2025-11-21,Pro Plan,4770,0,4770.0
960,344,2024-04-16,Basic Plan,703,15,597.55
961,262,2024-06-12,Pro Plan,3655,0,3655.0
962,774,2025-01-18,Pro Plan,3142,0,3142.0
963,39,2025-08-19,Pro Plan,3792,0,3792.0
964,122,2025-07-27,Basic Plan,1424,15,1210.4
965,637,2025-05-01,Pro Plan,3772,15,3206.2
966,602,2024-11-16,Pro Plan,3100,0,3100.0
967,832,2025-07-15,Basic Plan,1426,15,1212.1
968,831,2024-09-22,Pro Plan,3225,0,3225.0
969,527,2024-04-10,Enterprise Plan,9683,0,9683.0
970,731,2025-07-20,Pro Plan,4218,0,4218.0
971,437,2024-12-30,Pro Plan,4515,10,4063.5
972,392,2024-07-09,Enterprise Plan,13691,0,13691.0
973,205,2025-08-16,Enterprise Plan,6246,0,6246.0
974,460,2025-12-11,Basic Plan,940,5,893.0
975,326,2024-08-10,Basic Plan,801,10,720.9
976,836,2024-08-12,Pro Plan,4188,15,3559.8
977,740,2025-12-22,Enterprise Plan,12639,0,12639.0
978,442,2025-01-21,Enterprise Plan,13522,0,13522.0
979,568,2025-12-28,Enterprise Plan,13101,10,11790.9
980,436,2024-11-09,Enterprise Plan,7938,5,7541.1
981,741,2024-09-21,Enterprise Plan,13951,10,12555.9
982,718,2024-09-09,Pro Plan,2125,0,2125.0
983,815,2025-01-30,Pro Plan,2739,0,2739.0
984,800,2025-09-22,Basic Plan,1083,5,1028.85
